"id"	"type"	"review"
40912	"Con"	"Low sound quality, poor reception, confusing menus"
40913	"Con"	"Antenna way too cheap/flimsy/fragile."
40914	"Con"	"Poor sound quality, poor ergonomics, difficult NOT to scratch screen"
40915	"Con"	"..."
40916	"Con"	"Flimsy antenna (maybe)"
40917	"Con"	"Shaky voice quality"
40918	"Con"	"Accessories and phone are somewhat spendy."
40919	"Con"	"Not dummy proof... well, not for me at least"
40920	"Con"	"none really....the color variety is a little odd, but I still love it"
40921	"Con"	"I've had all kinds of hardware problems."
40922	"Con"	"Flimsy Antenna"
40923	"Con"	"Pullup antenna looks fragile. But rarely will you need to pull it up."
40924	"Con"	"the antenna bends, and then breaks waaaay to easily, weak earpiece, not fully customizable"
40925	"Con"	"display is small, no one touch vibrate."
40926	"Con"	"The antenna..what's up with this antenna? Blue lettering"
40927	"Con"	"low battery life"
40928	"Con"	"Highest Radiation Warning!!! VERY cheap construction, keypad buttons too small, poor display, overall poor quality."
40929	"Con"	"I wish it rang louder!"
40930	"Con"	"N/A"
40931	"Con"	"Poor antenna design, charger jack wears out quickly."
40932	"Con"	"noisy, bad reception"
40933	"Con"	"antenna is flimsy, navigation is better on starTAC(but very minor con), not a GSM phone"
40934	"Con"	"Interface, very basic phone, no calendar, or to do list."
40935	"Con"	"Antenna is flimsy"
40936	"Con"	"Ringtones hard to program, charger is a pain"
40937	"Con"	"only holds 20-voice activated numbers."
40938	"Con"	"Horrible durability"
40939	"Con"	"Antennae does not stay locked down when not in use."
40940	"Con"	"Battery life not quite what is advertised. Antenna seems flimsy."
40941	"Con"	"Keypad"
40942	"Con"	"Hard to read display.  Non-functioning voice dialing.  Bad reception.  Flimsy."
40943	"Con"	"Horrible weak antenna. Get it wet and it dies"
40944	"Con"	"Volume,No Calender, No date on screen"
40945	"Con"	"Antenna breaks"
40946	"Con"	"terrible vibration ring, cant even hear rings, HEAVY, piece of crap antenna"
40947	"Con"	"NO Alarm Clock feature, keypad volume is not loud enough even at maximum"
40948	"Con"	"- Flimsy Antenna"
40949	"Con"	"quiet ring, antenna is flimsy"
40950	"Con"	"Flimsy antenna."
40951	"Con"	"None"
40952	"Con"	"Basically Everything."
40953	"Con"	"Fragile software, mediocre reception, low earpiece volume, hard-to-read display"
40954	"Con"	"Low key pad noise and fragile antenna."
40955	"Con"	"the phone doesn't fit against your face right,and the send and end buttons are reversed!!!"
40956	"Con"	"Poor manufacture and durability."
40957	"Con"	"non-intuitive menus and HORRIBLE ANTENNA"
40958	"Con"	"Beeps, Antenna, Reception, Charger"
40959	"Con"	"unusable in low signal areas, easy-to-scratch display"
40960	"Con"	"Antenna is a bit weak-but you don't usually need it."
40961	"Con"	"None"
40962	"Con"	"Antenna breaks easily and often, if i had known, I would not have purchased"
40963	"Con"	"Face of phone small, a little hard to read"
40964	"Con"	"Poor sound quality & software"
40965	"Con"	"none"
40966	"Con"	"Cheap parts. Drops calls. Voice calling rarely works. No games. No calculator. Bad interface."
40967	"Con"	"Lame ringtones. Don't like button arrangement."
40968	"Con"	"Small screen can be difficult to read. Mixed reception in the country."
40969	"Con"	"Dropped calls, Quiet, not pretty to the eye, bad antenna"
40970	"Con"	"Antenna breaks, ear piece is to quiet, poor reception."
40971	"Con"	"The antenna, calling via voice, my apprehension about Motorola"
40972	"Con"	"earpiece volume, motorola technical support is worthless"
40973	"Con"	"Bad T9/iTap selection, self restart problem, marginal speakerphone"
40974	"Con"	"Lack of external memory. Cannot record video."
40975	"Con"	"no video with camera, could be lighter, moderately expensive"
40976	"Con"	"weight, scratches easily, pricey, camera, battery"
40977	"Con"	"Phone Book, Lousy Reception, Battery life, Bluetooth implementation, Ringing volume, speakerphone"
40978	"Con"	"Battery Life, Camera"
40979	"Con"	"Price, weight, fragile build"
40980	"Con"	"Interface lacks polish, behind on features, high price, Razr is more desirable"
40981	"Con"	"slow processor, Voice Recognition, Camera Software"
40982	"Con"	"Poor reception in many areas"
40983	"Con"	"No video, no call restrictions,"
40984	"Con"	"Charging constraints, camera malfunctions, and movement constraints"
40985	"Con"	"lid feels a little loose when fully opened, not a big deal."
40986	"Con"	"*no full screen on front"
40987	"Con"	"Lots of bugs, horrible wired handsfee sound, easy inadvertently change to silent mode."
40988	"Con"	"Proprietary bluetooth implementation, horrible software/interface design that, lousy signal reception and poor battery life."
40989	"Con"	"Calling glitches. Belt clip not included. Address book is clunky to use."
40990	"Con"	"CAN'T HEAR ON THE EARPIECE"
40991	"Con"	"No expansion cards, no BlueTooth, long startup/shutdown times."
40992	"Con"	"Key position, sluggish key input, Terrible speaker phone, Very short battery life. ECT..."
40993	"Con"	"Very poor reception, drops calls all the time!"
40994	"Con"	"Annoying sensitive buttons on the side, no video"
40995	"Con"	"Buggy external caller ID Display, slow when dialing numbers sometimes"
40996	"Con"	"Poor charger connection and bad keypad design."
40997	"Con"	"Does not work good in-doors."
40998	"Con"	"Didn't come with a holster or bluetooth headset.  Can't record videos."
40999	"Con"	"Little bulky, not much memory."
41000	"Con"	"EVERYTHING"
41001	"Con"	"Stay away from this trash"
41002	"Con"	"No missed calls list in menu; when in pocket ring tone settings are changed."
41003	"Con"	"Low resolution camera, can't record video clips."
41004	"Con"	"Can't record videos"
41005	"Con"	"build quality, external display bug"
41006	"Con"	"Bad design, slow response time, bad reception. Not worth the pain."
41007	"Con"	"Weight"
41008	"Con"	"Cons?  Where do I start?"
41009	"Con"	"Reception not great ""GSM NOKIA WAY BETTER"", Slow interface, front scratches easily"
41010	"Con"	"Battery Life, Price of headsets and other bluetooth equipment. 5mb of memory."
41011	"Con"	"battery life"
41012	"Con"	"Buttons on sides get pushed often when making calls or opening phone, can't lock them."
41013	"Con"	"None, performance wise."
41014	"Con"	"No flashy features, long address book"
41015	"Con"	"Can be too small at times, faceplate and battery cover are cheap"
41016	"Con"	"Flashier and slightly bigger, but not clearly superior to the 8260"
41017	"Con"	"May be too small for some people."
41018	"Con"	"Headset doesn't have answer/hangup button."
41019	"Con"	"Sometimes difficult to dial with teeny buttons."
41020	"Con"	"Placement of numeric keys"
41021	"Con"	"None that come to mind."
41022	"Con"	"small buttons"
41023	"Con"	"Very few features. No data interface. Small. :)"
41024	"Con"	"A little larger than it's predecessor the 8260. Faceplates chip easily."
41025	"Con"	"slightly oversized for its price,"
41026	"Con"	"Slightly bigger than the 8260; Nokia added useless features in lieu of meaningful improvements"
41027	"Con"	"Price tag!!!"
41028	"Con"	"the plastic screen is easy to be broken"
41029	"Con"	"Battery life, cuts in and out, key placement makes dialing difficult"
41030	"Con"	"Minor improvement over 8260; difficult keypad; incompatible with 8260 charging stand"
41031	"Con"	"battery cover tends to wear of."
41032	"Con"	"buttons are awkward at first, no web access"
41033	"Con"	"Awful interface, bad feature set"
41034	"Con"	"No IR ports"
41035	"Con"	"Antenna, Small Buttons"
41036	"Con"	"Antenna is flimsy."
41037	"Con"	"No option for a larger battery..."
41038	"Con"	"The cross navigational key in the middle is ugly and the send and end buttons are weird shades of red and green"
41039	"Con"	"Antenna is kind of flimsy, doesn't look as cool as my Star-tac."
41040	"Con"	"Plastic is &quot;squeaky&quot;"
41041	"Con"	"could be more attractive"
41042	"Con"	"Flimsy antenna"
41043	"Con"	"flimsy antenna"
41044	"Con"	"bad reception"
41045	"Con"	"ring tones, not highly atractive. &#13;&#10;"
41046	"Con"	"Keys easy to accidentally press, low ringer volume."
41047	"Con"	"Doesn't have a calendar or other fancy PDA like tools"
41048	"Con"	"slightly flimsy"
41049	"Con"	"Menu's a bit confusing"
41050	"Con"	"Ringer could be louder,flimsy antenna"
41051	"Con"	"not as flashy as some others"
41052	"Con"	"Not to many faceplates currently out"
41053	"Con"	"None"
41054	"Con"	"Time consuming menu, plain looking, no extended battery"
41055	"Con"	"hard to assign onetouch dialing"
41056	"Con"	"none!"
41057	"Con"	"long antenna(when extended), rather large size, no calendar, ring tones mostly silent"
41058	"Con"	"Could be a little more ""attractive,"" not a must though."
41059	"Con"	"Poor durability & menus can be difficult"
41060	"Con"	"Key Guard must be used to prevent accidental calls"
41061	"Con"	"Material quality not quite up to Nokia standards.  Quirky but not ugly styling."
41062	"Con"	"not very durable"
41063	"Con"	"trying to answer messages can be difficult."
41064	"Con"	"None..."
41065	"Con"	"none"
41066	"Con"	"3-hour talk time."
41067	"Con"	"STYLE NOT VERY ATTRACTIVE"
41068	"Con"	"phone can short out, battery life, kind of bulky"
41069	"Con"	"Case not very durable and antenna is flimsy"
41070	"Con"	"Too many battery problems, software on the phone doesn't work properly"
41071	"Con"	"not as fashionable in 2006"
41072	"Con"	"button dials could be louder."
41073	"Con"	"Price, Cost of Sprint Service"
41074	"Con"	"Everything about the customer service and the agreement was of the poorest quality."
41075	"Con"	"service, price"
41076	"Con"	"Scheduler is not as great as a palm."
41077	"Con"	"OK camera, Gets hot!  A little loud"
41078	"Con"	"Very simple, not up to date."
41079	"Con"	"That's about all it does. Pretty uninteresting."
41080	"Con"	"Lack of external LCD (dusty and all)"
41081	"Con"	"No color screen, No front-side display (these don't matter to me.)"
41082	"Con"	"Lousy reception, dropped calls, doesn't ring"
41083	"Con"	"Need I say more?? Thanks for the rant space"
41084	"Con"	"THE HEADPHONE JACK! Static."
41085	"Con"	"The Games suck"
41086	"Con"	"poor reception, hinge is not durable, ringer is not loud enough."
41087	"Con"	"Lousy reception."
41088	"Con"	"Always in analog. Kicked off towers easily.  No fun ringers and not a color screen."
41089	"Con"	"Not recommended for feature seekers."
41090	"Con"	"poor reception in buildings"
41091	"Con"	"No external display; button size; no external speaker"
41092	"Con"	"ALWAYS IN ANALOG!  NO INCOMING CALLS! Kills battery life."
41093	"Con"	"takes a little time to turn on/off"
41094	"Con"	"Takes too much time to turn off"
41095	"Con"	"none"
41096	"Con"	"Plastic Keys, A bit on the bulky side"
41097	"Con"	"bulky"
41098	"Con"	"No speakerphone for calls or voicemail.  Speaker for Direct Connect not as good as others."
41099	"Con"	"No speakerphone"
41100	"Con"	"Up button doesnt work sometimes,had the phone 2 years so what do i expect"
41101	"Con"	"Flimsy antenna, somewhat difficult navigation on web and address book"
41102	"Con"	"Menu interface could be easier to use"
41103	"Con"	"Battery endurance. Ergonomics."
41104	"Con"	"Needs longer battery life"
41105	"Con"	"Very poor display, poor interface, did not hold signals"
41106	"Con"	"Batt life only slightly above average, voice dial recognized only by one user."
41107	"Con"	"Big antennae and kind of heavy"
41108	"Con"	"antena broke off eventually, sand gets in keys"
41109	"Con"	"No frills"
41110	"Con"	"flimsy, not good reception"
41111	"Con"	"volume is too low. Needs more memory. Needs longer talking time. needs 1200 mAH."
41112	"Con"	"Small, looks fragile, microphone quality, Headphone jack interference"
41113	"Con"	"Very expensive and limited services that carry the model."
41114	"Con"	"Very expensive, not user-friendly, a bit too delicate"
41115	"Con"	"small screen, no download capabilities, no polyphonic ringtone, no built-in (or attachable) camera"
41116	"Con"	"Expensive; battery life; to swivel one-handed takes practice."
41117	"Con"	"Small buttons, small screen, no downloadable ringtone facility."
41118	"Con"	"difficult to flip phone with one hand, pricey"
41119	"Con"	"keys and display, battery life, menu learning curve, can be pricey."
41120	"Con"	"may be too small for some, expensive, GSM service may be spotty"
41121	"Con"	"pricey, too small, priced superior; feels inferior"
41122	"Con"	"tiny buttons--can't text with one hand"
41123	"Con"	"Fragile, Hard to hear"
41124	"Con"	"Menu system a mess, itap messages, small screen. lack of functions."
41125	"Con"	"$ bezel wear"
41126	"Con"	"Average quality, battery life overrated"
41127	"Con"	"Fragile-Looking, Not Fully MODable."
41128	"Con"	"Low battery life, only single band, not in color"
41129	"Con"	"Small screen, terrible voice dialing, bad swivel case"
41130	"Con"	"Seems fragile, expensive, bad signal reception"
41131	"Con"	"at least consider about it"
41132	"Con"	"Ringtones are limited."
41133	"Con"	"Way too small, virtually irremovable battery, fragile."
41134	"Con"	"Ringers could be a wee bit louder. otherwise there really is none."
41135	"Con"	"Gets burning hot with use"
41136	"Con"	"Produces heat during lengthly calls, buttons"
41137	"Con"	"Poorly placed buttons, bad phone book, long, expensive accessories"
41138	"Con"	"Downloadable ringers has problems, reception, awkward button placement."
41139	"Con"	"Downloadable ringers are a little quiet."
41140	"Con"	"Gets Hot When Talking on Phone, Hard-to-Find Accessories and Awkward Buttons"
41141	"Con"	"downloaded ringers needs to be much louder, button placement"
